Locus_tag;Old_locus_tag;Gene_name;Gene_product;Old_gene_product;Protein_ID;Old_protein_ID
EDL933_RS07710;NA;NA;phospholipase;Ferredoxin reductase;WP_000102669.1;AIG67778.1
EDL933_RS07715;NA;NA;hypothetical protein;hypothetical protein;WP_000504322.1;AIG67779.1
EDL933_RS07720;NA;NA;hypothetical protein;hypothetical protein;WP_001234682.1;AIG67780.1
EDL933_RS07740;NA;NA;hypothetical protein;hypothetical protein;WP_000488330.1;AIG67785.1
EDL933_RS07750;NA;NA;hypothetical protein;YeeV toxin protein;WP_000854901.1;AIG67787.1
EDL933_RS07755;NA;NA;transposase;Transposase;WP_001302783.1;AIG67788.1
EDL933_RS07760;NA;NA;transposase;Transposase;WP_000165196.1;AIG67789.1
EDL933_RS07765;NA;NA;toxin;YeeV toxin protein;NA;AIG67790.1
EDL933_RS07770;NA;NA;hypothetical protein;hypothetical protein;WP_001303906.1;AIG67791.1
EDL933_RS07775;NA;NA;hypothetical protein;hypothetical protein;WP_000839282.1;AIG67792.1
EDL933_RS07780;NA;NA;restriction methylase;hypothetical protein;WP_001280481.1;AIG67793.1
EDL933_RS07830;NA;NA;hypothetical protein;NA;WP_001301521.1;NA
EDL933_RS07850;Z1678;NA;hypothetical protein;hypothetical protein;WP_000489578.1;AIG67807.1
EDL933_RS07855;Z1679;NA;O-acetyl-ADP-ribose deacetylase;Macro domain, possibly ADP-ribose binding module;WP_000857405.1;AIG67808.1
EDL933_RS07870;NA;NA;hypothetical protein;hypothetical protein;WP_001299036.1;AIG67811.1
EDL933_RS07895;NA;NA;hypothetical protein;NA;WP_001303909.1;NA
EDL933_RS07905;Z1690;NA;lipid A biosynthesis lauroyltransferase;Lipid A biosynthesis lauroyl acyltransferase;WP_000183364.1;AIG67818.1
EDL933_RS07920;Z1693;NA;cytochrome b;Cytochrome B561;WP_000011108.1;AIG67821.1
EDL933_RS08060;NA;NA;hypothetical protein;NA;WP_001295962.1;NA
EDL933_RS08260;Z1766;NA;exodeoxyribonuclease VIII;Exodeoxyribonuclease VIII;NA;AIG67891.1
EDL933_RS08265;Z1768;NA;hypothetical protein;hypothetical protein;WP_000559928.1;AIG67892.1
EDL933_RS08270;Z1769;NA;hypothetical protein;Hypothetical protein;WP_000123875.1;AIG67893.1
EDL933_RS08275;Z1770;NA;hypothetical protein;Rac prophage repressor;WP_000948454.1;AIG67894.1
EDL933_RS08280;NA;NA;transcriptional regulator;NA;WP_000711018.1;NA
EDL933_RS08285;Z1772;NA;Rha family transcriptional regulator;Phage or Prophage like protein;WP_000693915.1;AIG67895.1
EDL933_RS08290;Z1773;NA;hypothetical protein;Primosomal protein I;WP_001262323.1;AIG67896.1
EDL933_RS08295;Z1774;NA;hypothetical protein;putative phage replication protein;WP_001301518.1;AIG67897.1
EDL933_RS08300;Z1775;NA;hypothetical protein;hypothetical protein;WP_000451012.1;AIG67898.1
EDL933_RS08305;NA;NA;hypothetical protein;NA;WP_000017339.1;NA
EDL933_RS08310;Z1777;NA;hypothetical protein;hypothetical protein;WP_001267107.1;AIG67900.1
EDL933_RS08315;NA;NA;DUF4752 domain-containing protein;NA;WP_001017965.1;NA
EDL933_RS08320;NA;NA;hypothetical protein;NA;WP_000156547.1;NA
EDL933_RS08325;Z1780;NA;hypothetical protein;Phage protein;WP_000515959.1;AIG67903.1
EDL933_RS08330;NA;NA;hypothetical protein;hypothetical protein;WP_001014296.1;AIG67904.1
EDL933_RS08335;Z1781;NA;hypothetical protein;hypothetical protein;WP_000207955.1;AIG67905.1
EDL933_RS08340;NA;NA;hypothetical protein;NA;WP_001303916.1;NA
EDL933_RS08345;NA;NA;Hok/Gef family protein;NA;WP_000887477.1;NA
EDL933_RS08350;NA;NA;hypothetical protein;hypothetical protein;WP_000219243.1;AIG67907.1
EDL933_RS08355;Z1343;NA;hypothetical protein;Putative cytoplasmic protein;WP_001265168.1;AIG67908.1
EDL933_RS08360;Z1344;NA;endodeoxyribonuclease;Holliday junction resolvase;WP_001217410.1;AIG67909.1
EDL933_RS08365;Z1345;NA;antitermination protein;Phage antitermination protein Q;WP_000762929.1;AIG67910.1
EDL933_RS08375;Z1348;NA;membrane protein;hypothetical protein;WP_000216629.1;AIG67912.1
EDL933_RS08390;NA;NA;9-O-acetyl-N-acetylneuraminic acid deacetylase;Hypothetical protein;WP_000023170.1;AIG67914.1
EDL933_RS08395;NA;NA;DUF1378 domain-containing protein;hypothetical protein;WP_001213059.1;AIG67915.1
EDL933_RS08400;NA;NA;hypothetical protein;ORF C81 like protein;WP_001289717.1;AIG67916.1
EDL933_RS08405;Z2374;NA;holin;Phage holin;WP_000284518.1;AIG67917.1
EDL933_RS08410;Z2070;NA;hypothetical protein;hypothetical protein;WP_000731241.1;AIG67918.1
EDL933_RS08415;NA;NA;lysozyme;Phage lysin, 1,4-beta-N-acetylmuramidase or lysozyme;WP_000992148.1;AIG67919.1
EDL933_RS08420;NA;NA;hypothetical protein;hypothetical protein;WP_001056806.1;AIG67920.1
EDL933_RS08425;NA;NA;hypothetical protein;hypothetical protein;WP_000539792.1;AIG67921.1
EDL933_RS08435;NA;NA;hypothetical protein;hypothetical protein;WP_000735655.1;AIG67923.1
EDL933_RS08445;NA;NA;hypothetical protein;hypothetical protein;WP_000347013.1;AIG67925.1
EDL933_RS08450;NA;NA;hypothetical protein;hypothetical protein;WP_001302295.1;AIG67926.1
EDL933_RS08455;NA;NA;HNH endonuclease;NA;WP_000279786.1;NA
EDL933_RS08460;NA;NA;DNase;NA;NA;NA
EDL933_RS08465;Z6046;NA;terminase;Phage terminase small subunit;WP_000958416.1;AIG67927.1
EDL933_RS08470;Z1358;NA;terminase;Phage terminase, large subunit;WP_001301491.1;AIG67928.1
EDL933_RS08475;Z6044;NA;major capsid protein;hypothetical protein;WP_000173030.1;AIG67929.1
EDL933_RS08480;NA;NA;hypothetical protein;NA;WP_001063095.1;NA
EDL933_RS08485;Z3328;NA;phage portal protein;Phage portal protein;NA;AIG67931.1
EDL933_RS08490;Z1901;NA;DNA-packaging protein;hypothetical protein;WP_000126019.1;AIG67933.1
EDL933_RS08495;Z1808;NA;head-tail adaptor protein;Phage capsid and scaffold protein;WP_001007901.1;AIG67934.1
EDL933_RS08500;NA;NA;hypothetical protein;Phage protein;WP_000573374.1;AIG67935.1
EDL933_RS08505;Z6038;NA;hypothetical protein;hypothetical protein;WP_000133388.1;AIG67936.1
EDL933_RS08510;Z1370;NA;tail protein;Phage neck whisker protein;WP_001275506.1;AIG67937.1
EDL933_RS08515;Z1910;NA;tail assembly protein;Phage tail assembly chaperone;WP_001030063.1;AIG67938.1
EDL933_RS08520;NA;NA;phage tail protein;NA;WP_001234271.1;NA
EDL933_RS08525;Z1814;NA;phage tail tape measure protein;Phage tail length tape-measure protein 1;NA;AIG67940.1
EDL933_RS08530;Z1815;NA;phage minor tail protein L;Phage minor tail protein;WP_001179478.1;AIG67942.1
EDL933_RS08535;NA;NA;hypothetical protein;NA;WP_000170104.1;NA
EDL933_RS08540;NA;NA;Arc family DNA binding domain-containing protein;NA;WP_010904626.1;NA
EDL933_RS08550;Z1819;NA;tail protein;Phage tail assembly protein;WP_000967271.1;AIG67945.1
EDL933_RS08555;Z1820;NA;tail assembly protein;Phage tail assembly protein I;WP_000246338.1;AIG67946.1
EDL933_RS08560;Z1822;NA;hypothetical protein;Putative secreted effector protein;WP_001301673.1;AIG67947.1
EDL933_RS08565;Z1823;NA;DUF4765 domain-containing protein;hypothetical protein;WP_001301984.1;AIG67948.1
EDL933_RS08570;Z1825;NA;transposase;Transposase/Integrase;WP_000376519.1;AIG67950.1
EDL933_RS08580;Z1826;NA;transposase;Transposase;WP_001303920.1;AIG67952.1
EDL933_RS08590;NA;NA;transposase;NA;WP_029783911.1;NA
EDL933_RS08595;NA;NA;hypothetical protein;NA;WP_001303921.1;NA
EDL933_RS08615;NA;NA;hypothetical protein;hypothetical protein;WP_001299275.1;AIG67958.1
EDL933_RS08630;Z1835;NA;integrase;Phage integrase;WP_000085257.1;AIG67962.1
EDL933_RS08635;NA;NA;DNA-binding protein;NA;WP_000953272.1;NA
EDL933_RS08645;NA;NA;lcd-like protein from phage origin;NA;WP_001453500.1;NA
EDL933_RS08650;Z1840;NA;hypothetical protein;hypothetical protein;WP_000920682.1;AIG67965.1
EDL933_RS08655;NA;NA;hypothetical protein;hypothetical protein;WP_000659212.1;AIG67966.1
EDL933_RS08660;Z1841;NA;hypothetical protein;hypothetical protein;WP_000794515.1;AIG67967.1
EDL933_RS08665;NA;NA;hypothetical protein;hypothetical protein;WP_000770148.1;AIG67968.1
EDL933_RS08670;Z1843;NA;hypothetical protein;DNA primase, phage-associated;WP_000761781.1;AIG67969.1
EDL933_RS08680;Z1844;NA;hypothetical protein;hypothetical protein;WP_000198852.1;AIG67971.1
EDL933_RS08685;Z1845;NA;single-stranded DNA-binding protein;Putative single stranded DNA-binding protein of prophage;WP_000126692.1;AIG67972.1
EDL933_RS08690;NA;NA;PerC family transcriptional regulator;NA;WP_000233299.1;NA
EDL933_RS08695;Z1846;NA;hypothetical protein;hypothetical protein;WP_001132080.1;AIG67973.1
EDL933_RS08700;Z1847;NA;phage capsid protein;Phage major capsid protein;WP_001137345.1;AIG67974.1
EDL933_RS08705;Z1848;NA;peptidase;Phage head maturation protease;WP_001450925.1;AIG67975.1
EDL933_RS08710;Z1849;NA;phage portal protein;Phage portal protein;WP_000267612.1;AIG67976.1
EDL933_RS08715;NA;NA;head-tail adaptor protein;Phage head-tail adapter;WP_001020660.1;AIG67977.1
EDL933_RS08720;Z1851;NA;hypothetical protein;hypothetical protein;WP_000134113.1;AIG67978.1
EDL933_RS08730;NA;NA;hypothetical protein;hypothetical protein;WP_001005703.1;AIG67980.1
EDL933_RS08735;Z1853;NA;hypothetical protein;hypothetical protein;WP_000113645.1;AIG67981.1
EDL933_RS08740;Z1854;NA;terminase;Phage terminase, large subunit;WP_000127893.1;AIG67982.1
EDL933_RS08745;Z1855;NA;hypothetical protein;hypothetical protein;WP_000133425.1;AIG67983.1
EDL933_RS08795;Z1866;NA;integrase;Integrase;WP_000741454.1;AIG67994.1
EDL933_RS08800;NA;NA;excisionase;NA;WP_000088655.1;NA
EDL933_RS08805;Z1868;NA;Replication protein O;Origin specific replication initiation factor;WP_042355438.1;AIG67995.1
EDL933_RS08810;Z1869;NA;Replication protein P;Origin specific replication binding factor;WP_000788869.1;AIG67996.1
EDL933_RS08825;NA;NA;hypothetical protein;NA;WP_001302833.1;NA
EDL933_RS08830;Z1871;NA;recombinase family protein;hypothetical protein;WP_000709077.1;AIG67999.1
EDL933_RS08845;NA;NA;hypothetical protein;hypothetical protein;WP_000774504.1;AIG68002.1
EDL933_RS08855;NA;NA;hypothetical protein;hypothetical protein;WP_000971093.1;AIG68004.1
EDL933_RS08860;Z1874;NA;Q antiterminator encoded by prophage CP-933P;Putative Q antiterminator encoded by prophage CP-933P;WP_001097228.1;AIG68005.1
EDL933_RS08865;Z1875;NA;holin;Putative holin protein;WP_001295975.1;AIG68006.1
EDL933_RS08875;Z1877;NA;endopeptidase;Phage outer membrane lytic protein Rz;WP_000087013.1;AIG68008.1
EDL933_RS08885;Z1879;NA;hypothetical protein;putative envelope protein;WP_000079504.1;AIG68010.1
EDL933_RS08890;Z1880;NA;hypothetical protein;hypothetical protein;WP_001031427.1;AIG68011.1
EDL933_RS08895;Z1881;NA;hypothetical protein;hypothetical protein;WP_001300120.1;AIG68012.1
EDL933_RS08900;Z1882;NA;protein convertase;Terminase small subunit;WP_000453564.1;AIG68013.1
EDL933_RS08905;Z1883;NA;terminase;Phage terminase, large subunit;WP_001027365.1;AIG68014.1
EDL933_RS08910;Z1884;NA;head-tail joining protein;Phage head-to-tail joining protein;WP_000198153.1;AIG68015.1
EDL933_RS08915;Z1885;NA;phage portal protein;hypothetical protein;WP_001301524.1;AIG68016.1
EDL933_RS08920;Z1886;NA;phage capsid assembly protein;Phage capsid and scaffold protein;WP_000123254.1;AIG68017.1
EDL933_RS08925;Z1887;NA;Head decoration protein from bacteriophage origin;Head decoration protein;WP_001295978.1;AIG68018.1
EDL933_RS08930;Z1888;NA;minor capsid protein E;Phage major capsid protein;WP_000063265.1;AIG68019.1
EDL933_RS08935;Z1889;NA;DNA packaging protein of prophage CP-933X;Phage DNA-packaging protein;WP_010904644.1;AIG68020.1
EDL933_RS08940;Z1890;NA;tail attachment protein;Phage capsid and scaffold protein;WP_000752995.1;AIG68021.1
EDL933_RS08945;NA;NA;tail protein;Phage tail completion protein;WP_000975100.1;AIG68022.1
EDL933_RS08950;Z1893;NA;tail protein;Phage minor tail protein;WP_000683105.1;AIG68023.1
EDL933_RS08955;Z1894;NA;tail protein;Phage tail assembly;WP_001143002.1;AIG68024.1
EDL933_RS08960;Z1895;NA;phage minor tail protein G;Phage minor tail protein;WP_000479161.1;AIG68025.1
EDL933_RS08965;Z1896;NA;phage tail assembly protein T;Phage minor tail protein;WP_000459457.1;AIG68026.1
EDL933_RS08970;Z1898;NA;phage tail tape measure protein;Phage tail length tape-measure protein 1;WP_000840323.1;AIG68027.1
EDL933_RS08975;NA;NA;tail protein;Phage minor tail protein;WP_000847331.1;AIG68028.1
EDL933_RS08980;NA;NA;phage minor tail protein L;Phage minor tail protein;WP_001152612.1;AIG68029.1
EDL933_RS08985;Z0978;NA;endopeptidase;Phage tail assembly protein;WP_000194779.1;AIG68030.1
EDL933_RS08990;NA;NA;tail assembly protein;Phage tail assembly protein I;WP_000090920.1;AIG68031.1
EDL933_RS08995;NA;NA;host specificity protein J;Phage tail fiber protein;WP_000515612.1;AIG68032.1
EDL933_RS09000;NA;NA;membrane protein;Attachment invasion locus protein precursor;WP_001230340.1;AIG68033.1
EDL933_RS09005;NA;NA;membrane protein;NA;WP_000268883.1;NA
EDL933_RS09010;Z1920;NA;tail assembly protein;Phage tail fiber assembly protein;WP_000885629.1;AIG68038.1
EDL933_RS09015;Z1921;NA;catalase;Manganese catalase;WP_000488340.1;AIG68039.1
EDL933_RS09030;Z1924;NA;hypothetical protein;Conidiation-specific protein 10;WP_000134810.1;AIG68042.1
EDL933_RS09035;NA;NA;hypothetical protein;NA;WP_000742379.1;NA
EDL933_RS09040;Z1926;NA;tail fiber assembly protein;Phage tail fiber assembly protein;WP_000937476.1;AIG68043.1
EDL933_RS09045;NA;NA;transposase;NA;WP_001171554.1;NA
EDL933_RS09050;NA;NA;transposase;Transposase;WP_000612591.1;AIG68045.1
EDL933_RS09055;NA;NA;transposase;Transposase;WP_000998048.1;AIG68046.1
EDL933_RS09060;Z1930;NA;hydrolase;Putative protease encoded within prophage CP-933X;WP_001226373.1;AIG68047.1
EDL933_RS09065;Z1931;NA;protease 7;Protease VII (Omptin) precursor;WP_001201843.1;AIG68048.1
EDL933_RS09070;NA;NA;transcriptional regulator;NA;NA;NA
EDL933_RS09075;NA;NA;transposase;Transposase;WP_000165061.1;AIG68051.1
EDL933_RS09080;NA;NA;transposase;Transposase;WP_001302479.1;AIG68052.1
EDL933_RS09085;Z1935;NA;autotransporter outer membrane beta-barrel domain-containing protein;Pertactin precursor;NA;AIG68053.1
EDL933_RS09115;NA;NA;hypothetical protein;hypothetical protein;WP_000874954.1;AIG68059.1
EDL933_RS09120;NA;NA;hypothetical protein;NA;WP_001125720.1;NA
EDL933_RS09125;Z1942;NA;isomerase/hydrolase;Fumarylacetoacetate hydrolase;WP_000284277.1;AIG68061.1
EDL933_RS09180;NA;NA;K+/H+ antiporter NhaP2;Cell volume regulation protein A;WP_000340206.1;AIG68074.1
EDL933_RS09185;Z1955;NA;murein tetrapeptide carboxypeptidase;Muramoyltetrapeptide carboxypeptidase;WP_000051572.1;AIG68075.1
EDL933_RS09195;Z1957;NA;transposase;Transposase;WP_001302976.1;AIG68077.1
EDL933_RS09200;NA;NA;transposase;Transposase;WP_000165196.1;AIG68078.1
EDL933_RS09225;NA;NA;hypothetical protein;NA;WP_010917800.1;NA
EDL933_RS09235;Z1964;NA;iron ABC transporter ATP-binding protein;ABC-type hemin transport system, ATPase component;WP_000173324.1;AIG68084.1
EDL933_RS09240;Z1965;NA;ABC transporter permease;Hemin ABC transporter, permease protein;WP_001223662.1;AIG68085.1
EDL933_RS09245;Z1966;NA;iron ABC transporter substrate-binding protein;hypothetical protein;WP_000060146.1;AIG68086.1
EDL933_RS09270;Z1972;NA;hypothetical protein;Putative adhesion and penetration protein;WP_000511703.1;AIG68093.1
EDL933_RS09275;NA;NA;hypothetical protein;hypothetical protein;WP_000280741.1;AIG68094.1
EDL933_RS09345;Z1987;NA;hypothetical protein;hypothetical protein;WP_000950182.1;AIG68108.1
EDL933_RS09350;Z1989;NA;hypothetical protein;hypothetical protein;WP_000950196.1;AIG68109.1
EDL933_RS09390;NA;NA;hypothetical protein;hypothetical protein;WP_000069505.1;AIG68117.1
EDL933_RS09440;NA;NA;hypothetical protein;NA;WP_001362540.1;NA
EDL933_RS09505;NA;NA;hypothetical protein;hypothetical protein co-occurring with Cardiolipin synthetase;WP_000366959.1;AIG68140.1
EDL933_RS09515;NA;NA;hypothetical protein;NA;WP_001303937.1;NA
EDL933_RS09525;NA;NA;hypothetical protein;YciL protein;WP_000967595.1;AIG68143.1
EDL933_RS09560;NA;NA;excisionase;NA;WP_000113189.1;NA
EDL933_RS09570;Z6079;NA;hypothetical protein;hypothetical protein;WP_001090200.1;AIG68151.1
EDL933_RS09580;Z2040;NA;hypothetical protein;hypothetical protein;WP_000920491.1;AIG68154.1
EDL933_RS09585;Z2041;NA;hypothetical protein;hypothetical protein;WP_000394552.1;AIG68155.1
EDL933_RS09590;Z2042;NA;hypothetical protein;hypothetical protein;WP_001171903.1;AIG68156.1
EDL933_RS09595;Z2043;NA;hypothetical protein;hypothetical protein;WP_001240336.1;AIG68157.1
EDL933_RS09600;Z2045;NA;transcriptional regulator;putative regulator;WP_000787428.1;AIG68158.1
EDL933_RS09605;Z2046;NA;transcriptional regulator;Putative regulator of cell division encoded by prophage CP-933O;WP_000912298.1;AIG68159.1
EDL933_RS09610;Z2047;NA;hypothetical protein;unknown protein encoded by prophage CP-933O;WP_000705621.1;AIG68160.1
EDL933_RS09615;Z2048;NA;DNA-binding protein;Primosomal protein I;WP_000020556.1;AIG68161.1
EDL933_RS09620;Z2049;NA;replication protein;putative phage replication protein;WP_001302276.1;AIG68162.1
EDL933_RS09625;Z2051;NA;hypothetical protein;hypothetical protein;NA;AIG68163.1
EDL933_RS09640;NA;NA;Hok/Gef family protein;NA;WP_000961820.1;NA
EDL933_RS09645;Z2055;NA;hypothetical protein;putative rem protein;WP_001217394.1;AIG68166.1
EDL933_RS09655;Z2056;NA;hypothetical protein;Putative cytoplasmic protein;WP_001302148.1;AIG68168.1
EDL933_RS09660;Z2057;NA;endonuclease;Holliday junction resolvase;WP_000904166.1;AIG68169.1
EDL933_RS09665;Z2058;NA;hypothetical protein;Phage antitermination protein Q;WP_000640048.1;AIG68170.1
EDL933_RS09670;NA;NA;hypothetical protein;NA;WP_000917750.1;NA
EDL933_RS09675;Z2060;NA;DNA methylase;DNA methyl transferase, phage-associated;WP_000935548.1;AIG68172.1
EDL933_RS09690;NA;NA;9-O-acetyl-N-acetylneuraminic acid deacetylase;Hypothetical protein;WP_000143067.1;AIG68173.1
EDL933_RS09695;Z3106;NA;holin;Phage lysis protein S;WP_000284517.1;AIG68174.1
EDL933_RS09700;Z6052;NA;hypothetical protein;hypothetical protein;WP_000731259.1;AIG68175.1
EDL933_RS09705;Z6051;NA;lysozyme;hypothetical protein;WP_000992137.1;AIG68176.1
EDL933_RS09710;NA;NA;hypothetical protein;hypothetical protein;WP_001056806.1;AIG68177.1
EDL933_RS09715;NA;NA;hypothetical protein;hypothetical protein;WP_000539792.1;AIG68178.1
EDL933_RS09725;Z6048;NA;hypothetical protein;hypothetical protein;WP_000095736.1;AIG68180.1
EDL933_RS09735;NA;NA;terminase;Phage terminase small subunit;WP_000958416.1;AIG68181.1
EDL933_RS09740;NA;NA;terminase;Phage terminase, large subunit;WP_038425863.1;AIG68182.1
EDL933_RS09745;NA;NA;major capsid protein;hypothetical protein;WP_000173030.1;AIG68183.1
EDL933_RS09750;NA;NA;hypothetical protein;NA;WP_001063094.1;NA
EDL933_RS09755;NA;NA;phage portal protein;Phage portal protein;WP_001304108.1;AIG68185.1
EDL933_RS09760;Z6041;NA;DNA-packaging protein;hypothetical protein;WP_000125988.1;AIG68186.1
EDL933_RS09765;Z1367;NA;head-tail adaptor protein;Phage capsid and scaffold protein;WP_001007905.1;AIG68187.1
EDL933_RS09770;Z6039;NA;hypothetical protein;hypothetical protein;WP_000573391.1;AIG68188.1
EDL933_RS09775;NA;NA;hypothetical protein;hypothetical protein;WP_000133388.1;AIG68189.1
EDL933_RS09780;Z1811;NA;major tail protein;putative major tail subunit;WP_001275438.1;AIG68190.1
EDL933_RS09785;Z1812;NA;tail assembly chaperon;Phage tail assembly chaperone;WP_000710962.1;AIG68191.1
EDL933_RS09790;NA;NA;phage tail protein;NA;WP_001234271.1;NA
EDL933_RS09795;Z1913;NA;phage tail tape measure protein;Phage tail length tape-measure protein 1;WP_000212897.1;AIG68193.1
EDL933_RS09800;NA;NA;tail protein;Phage minor tail protein;WP_000807954.1;AIG68194.1
EDL933_RS09805;Z1914;NA;phage minor tail protein L;Phage minor tail protein;NA;AIG68195.1
EDL933_RS09810;Z2145;NA;phage tail protein;Phage tail fiber protein;NA;AIG68197.1
EDL933_RS09825;NA;NA;tail fiber protein;Phage tail fiber protein;WP_000268860.1;AIG68200.1
EDL933_RS09830;NA;NA;phage tail protein;Phage tail fiber protein;WP_001023362.1;AIG68201.1
EDL933_RS09835;NA;NA;hypothetical protein;NA;WP_000741395.1;NA
EDL933_RS09840;NA;NA;hypothetical protein;NA;WP_010917823.1;NA
EDL933_RS09845;Z2077;NA;hypothetical protein;hypothetical protein;WP_001121225.1;AIG68203.1
EDL933_RS09850;Z2078;NA;IS256 family transposase;Transposase;WP_000343703.1;AIG68204.1
EDL933_RS09855;NA;NA;transposase;Transposase;WP_000998048.1;AIG68205.1
EDL933_RS09860;NA;NA;transposase;Transposase;WP_000612591.1;AIG68206.1
EDL933_RS09865;NA;NA;transposase;NA;WP_001171554.1;NA
EDL933_RS09870;Z1827;NA;IS256 family transposase;Transposase;WP_000071962.1;AIG68208.1
EDL933_RS09880;NA;NA;site-specific integrase;NA;NA;NA
EDL933_RS09885;Z2085;NA;exonuclease;Exodeoxyribonuclease VIII;WP_000102123.1;AIG68211.1
EDL933_RS09890;NA;NA;hypothetical protein;hypothetical protein;WP_000199475.1;AIG68212.1
EDL933_RS09900;NA;NA;hypothetical protein;NA;NA;NA
EDL933_RS09905;NA;NA;hypothetical protein;hypothetical protein;WP_001133037.1;AIG68214.1
EDL933_RS09910;Z2088;NA;hypothetical protein;hypothetical protein;WP_000394548.1;AIG68215.1
